lat,lon
-31.0,99.0
-31.0,100.0
-31.0,101.0
-31.0,102.0
-31.0,103.0
-31.0,104.0
-31.0,105.0
-31.0,106.0
-31.0,107.0
-31.0,108.0
-31.0,109.0
-31.0,110.0
-31.0,111.0
-31.0,112.0
-31.0,113.0
-31.0,114.0
-31.0,115.0
-31.0,116.0
-31.0,117.0
-31.0,118.0
-31.0,119.0
-31.0,120.0
-31.0,121.0
-31.0,122.0
-31.0,123.0
-31.0,124.0
-31.0,125.0
-31.0,126.0
-31.0,127.0
-31.0,128.0
-31.0,129.0
-31.0,130.0
-31.0,131.0
-31.0,132.0
-31.0,133.0
-31.0,134.0
-31.0,135.0
-31.0,136.0
-31.0,137.0
-31.0,138.0
-31.0,139.0
-31.0,140.0
-31.0,141.0
-31.0,142.0
-31.0,143.0
-31.0,144.0
-31.0,145.0
-31.0,146.0
-31.0,147.0
-31.0,148.0
-31.0,149.0
-31.0,150.0
-31.0,151.0
-31.0,152.0
-31.0,153.0
-31.0,154.0
-31.0,155.0
-31.0,156.0
-31.0,157.0
-31.0,158.0
-31.0,159.0
-31.0,160.0
-31.0,161.0
-31.0,162.0
-31.0,163.0
-31.0,164.0
-31.0,165.0
-31.0,166.0
-31.0,167.0
-31.0,168.0
-31.0,169.0
-31.0,170.0
-31.0,171.0
-31.0,172.0
-31.0,173.0
-31.0,174.0
-31.0,175.0
-31.0,176.0
-31.0,177.0
-31.0,178.0
-31.0,179.0
-30.0,90.0
-30.0,91.0
-30.0,92.0
-30.0,93.0
-30.0,94.0
-30.0,95.0
-30.0,96.0
-30.0,97.0
-30.0,98.0
-30.0,99.0
-30.0,100.0
-30.0,101.0
-30.0,102.0
-30.0,103.0
-30.0,104.0
-30.0,105.0
-30.0,106.0
-30.0,107.0
-30.0,108.0
-30.0,109.0
-30.0,110.0
-30.0,111.0
-30.0,112.0
-30.0,113.0
-30.0,114.0
-30.0,115.0
-30.0,116.0
-30.0,117.0
-30.0,118.0
-30.0,119.0
-30.0,120.0
-30.0,121.0
-30.0,122.0
-30.0,123.0
-30.0,124.0
-30.0,125.0
-30.0,126.0
-30.0,127.0
-30.0,128.0
-30.0,129.0
-30.0,130.0
-30.0,131.0
-30.0,132.0
-30.0,133.0
-30.0,134.0
-30.0,135.0
-30.0,136.0
-30.0,137.0
-30.0,138.0
-30.0,139.0
-30.0,140.0
-30.0,141.0
-30.0,142.0
-30.0,143.0
-30.0,144.0
-30.0,145.0
-30.0,146.0
-30.0,147.0
-30.0,148.0
-30.0,149.0
-30.0,150.0
-30.0,151.0
-30.0,152.0
-30.0,153.0
-30.0,154.0
-30.0,155.0
-30.0,156.0
-30.0,157.0
-30.0,158.0
-30.0,159.0
-30.0,160.0
-30.0,161.0
-30.0,162.0
-30.0,163.0
-30.0,164.0
-30.0,165.0
-30.0,166.0
-30.0,167.0
-30.0,168.0
-30.0,169.0
-30.0,170.0
-30.0,171.0
-30.0,172.0
-30.0,173.0
-30.0,174.0
-30.0,175.0
-30.0,176.0
-30.0,177.0
-30.0,178.0
-30.0,179.0
-29.0,90.0
-29.0,91.0
-29.0,92.0
-29.0,93.0
-29.0,94.0
-29.0,95.0
-29.0,96.0
-29.0,97.0
-29.0,98.0
-29.0,99.0
-29.0,100.0
-29.0,101.0
-29.0,102.0
-29.0,103.0
-29.0,104.0
-29.0,105.0
-29.0,106.0
-29.0,107.0
-29.0,108.0
-29.0,109.0
-29.0,110.0
-29.0,111.0
-29.0,112.0
-29.0,113.0
-29.0,114.0
-29.0,115.0
-29.0,116.0
-29.0,117.0
-29.0,118.0
-29.0,119.0
-29.0,120.0
-29.0,121.0
-29.0,122.0
-29.0,123.0
-29.0,124.0
-29.0,125.0
-29.0,126.0
-29.0,127.0
-29.0,128.0
-29.0,129.0
-29.0,130.0
-29.0,131.0
-29.0,132.0
-29.0,133.0
-29.0,134.0
-29.0,135.0
-29.0,136.0
-29.0,137.0
-29.0,138.0
-29.0,139.0
-29.0,140.0
-29.0,141.0
-29.0,142.0
-29.0,143.0
-29.0,144.0
-29.0,145.0
-29.0,146.0
-29.0,147.0
-29.0,148.0
-29.0,149.0
-29.0,150.0
-29.0,151.0
-29.0,152.0
-29.0,153.0
-29.0,154.0
-29.0,155.0
-29.0,156.0
-29.0,157.0
-29.0,158.0
-29.0,159.0
-29.0,160.0
-29.0,161.0
-29.0,162.0
-29.0,163.0
-29.0,164.0
-29.0,165.0
-29.0,166.0
-29.0,167.0
-29.0,168.0
-29.0,169.0
-29.0,170.0
-29.0,171.0
-29.0,172.0
-29.0,173.0
-29.0,174.0
-29.0,175.0
-29.0,176.0
-29.0,177.0
-29.0,178.0
-29.0,179.0
-28.0,90.0
-28.0,91.0
-28.0,92.0
-28.0,93.0
-28.0,94.0
-28.0,95.0
-28.0,96.0
-28.0,97.0
-28.0,98.0
-28.0,99.0
-28.0,100.0
-28.0,101.0
-28.0,102.0
-28.0,103.0
-28.0,104.0
-28.0,105.0
-28.0,106.0
-28.0,107.0
-28.0,108.0
-28.0,109.0
-28.0,110.0
-28.0,111.0
-28.0,112.0
-28.0,113.0
-28.0,114.0
-28.0,115.0
-28.0,116.0
-28.0,117.0
-28.0,118.0
-28.0,119.0
-28.0,120.0
-28.0,121.0
-28.0,122.0
-28.0,123.0
-28.0,124.0
-28.0,125.0
-28.0,126.0
-28.0,127.0
-28.0,128.0
-28.0,129.0
-28.0,130.0
-28.0,131.0
-28.0,132.0
-28.0,133.0
-28.0,134.0
-28.0,135.0
-28.0,136.0
-28.0,137.0
-28.0,138.0
-28.0,139.0
-28.0,140.0
-28.0,141.0
-28.0,142.0
-28.0,143.0
-28.0,144.0
-28.0,145.0
-28.0,146.0
-28.0,147.0
-28.0,148.0
-28.0,149.0
-28.0,150.0
-28.0,151.0
-28.0,152.0
-28.0,153.0
-28.0,154.0
-28.0,155.0
-28.0,156.0
-28.0,157.0
-28.0,158.0
-28.0,159.0
-28.0,160.0
-28.0,161.0
-28.0,162.0
-28.0,163.0
-28.0,164.0
-28.0,165.0
-28.0,166.0
-28.0,167.0
-28.0,168.0
-28.0,169.0
-28.0,170.0
-28.0,171.0
-28.0,172.0
-28.0,173.0
-28.0,174.0
-28.0,175.0
-28.0,176.0
-28.0,177.0
-28.0,178.0
-28.0,179.0
-27.0,90.0
-27.0,91.0
-27.0,92.0
-27.0,93.0
-27.0,94.0
-27.0,95.0
-27.0,96.0
-27.0,97.0
-27.0,98.0
-27.0,99.0
-27.0,100.0
-27.0,101.0
-27.0,102.0
-27.0,103.0
-27.0,104.0
-27.0,105.0
-27.0,106.0
-27.0,107.0
-27.0,108.0
-27.0,109.0
-27.0,110.0
-27.0,111.0
-27.0,112.0
-27.0,113.0
-27.0,114.0
-27.0,115.0
-27.0,116.0
-27.0,117.0
-27.0,118.0
-27.0,119.0
-27.0,120.0
-27.0,121.0
-27.0,122.0
-27.0,123.0
-27.0,124.0
-27.0,125.0
-27.0,126.0
-27.0,127.0
-27.0,128.0
-27.0,129.0
-27.0,130.0
-27.0,131.0
-27.0,132.0
-27.0,133.0
-27.0,134.0
-27.0,135.0
-27.0,136.0
-27.0,137.0
-27.0,138.0
-27.0,139.0
-27.0,140.0
-27.0,141.0
-27.0,142.0
-27.0,143.0
-27.0,144.0
-27.0,145.0
-27.0,146.0
-27.0,147.0
-27.0,148.0
-27.0,149.0
-27.0,150.0
-27.0,151.0
-27.0,152.0
-27.0,153.0
-27.0,154.0
-27.0,155.0
-27.0,156.0
-27.0,157.0
-27.0,158.0
-27.0,159.0
-27.0,160.0
-27.0,161.0
-27.0,162.0
-27.0,163.0
-27.0,164.0
-27.0,165.0
-27.0,166.0
-27.0,168.0
-27.0,170.0
-15.0,121.0
-15.0,122.0
-14.0,122.0
-14.0,123.0
-10.0,125.0
-10.0,126.0
-10.0,127.0
-10.0,151.0
-10.0,153.0
-10.0,155.0
-10.0,157.0
-10.0,159.0
-10.0,161.0
-10.0,162.0
-10.0,163.0
-10.0,164.0
-10.0,165.0
-10.0,166.0
-10.0,167.0
-10.0,168.0
-10.0,169.0
-10.0,170.0
-10.0,171.0
-10.0,172.0
-10.0,173.0
-10.0,174.0
-10.0,175.0
-10.0,176.0
-10.0,177.0
-10.0,178.0
-10.0,179.0
-9.0,90.0
-9.0,91.0
-9.0,92.0
-9.0,93.0
-9.0,94.0
-9.0,95.0
-9.0,96.0
-9.0,97.0
-9.0,98.0
-9.0,99.0
-9.0,100.0
-9.0,101.0
-9.0,102.0
-9.0,103.0
-9.0,104.0
-9.0,105.0
-9.0,106.0
-9.0,107.0
-9.0,108.0
-9.0,109.0
-9.0,110.0
-9.0,111.0
-9.0,112.0
-9.0,113.0
-9.0,114.0
-9.0,115.0
-9.0,116.0
-9.0,117.0
-9.0,118.0
-9.0,119.0
-9.0,120.0
-9.0,121.0
-9.0,122.0
-9.0,123.0
-9.0,124.0
-9.0,125.0
-9.0,126.0
-9.0,127.0
-9.0,128.0
-9.0,129.0
-9.0,130.0
-9.0,131.0
-9.0,132.0
-9.0,133.0
-9.0,134.0
-9.0,135.0
-9.0,136.0
-9.0,137.0
-9.0,138.0
-9.0,139.0
-9.0,140.0
-9.0,141.0
-9.0,142.0
-9.0,143.0
-9.0,144.0
-9.0,145.0
-9.0,146.0
-9.0,147.0
-9.0,148.0
-9.0,149.0
-9.0,150.0
-9.0,151.0
-9.0,152.0
-9.0,153.0
-9.0,154.0
-9.0,155.0
-9.0,156.0
-9.0,157.0
-9.0,158.0
-9.0,159.0
-9.0,160.0
-9.0,161.0
-9.0,162.0
-9.0,163.0
-9.0,164.0
-9.0,165.0
-9.0,166.0
-9.0,167.0
-9.0,168.0
-9.0,169.0
-9.0,170.0
-9.0,171.0
-9.0,172.0
-9.0,173.0
-9.0,174.0
-9.0,175.0
-9.0,176.0
-9.0,177.0
-9.0,178.0
-9.0,179.0
-8.0,90.0
-8.0,91.0
-8.0,92.0
-8.0,93.0
-8.0,94.0
-8.0,95.0
-8.0,96.0
-8.0,97.0
-8.0,98.0
-8.0,99.0
-8.0,100.0
-8.0,101.0
-8.0,102.0
-8.0,103.0
-8.0,104.0
-8.0,105.0
-8.0,106.0
-8.0,107.0
-8.0,108.0
-8.0,109.0
-8.0,110.0
-8.0,111.0
-8.0,112.0
-8.0,113.0
-8.0,114.0
-8.0,115.0
-8.0,116.0
-8.0,117.0
-8.0,118.0
-8.0,119.0
-8.0,120.0
-8.0,121.0
-8.0,122.0
-8.0,123.0
-8.0,124.0
-8.0,125.0
-8.0,126.0
-8.0,127.0
-8.0,128.0
-8.0,129.0
-8.0,130.0
-8.0,131.0
-8.0,132.0
-8.0,133.0
-8.0,134.0
-8.0,135.0
-8.0,136.0
-8.0,137.0
-8.0,138.0
-8.0,139.0
-8.0,140.0
-8.0,141.0
-8.0,142.0
-8.0,143.0
-8.0,144.0
-8.0,145.0
-8.0,146.0
-8.0,147.0
-8.0,148.0
-8.0,149.0
-8.0,150.0
-8.0,151.0
-8.0,152.0
-8.0,153.0
-8.0,154.0
-8.0,155.0
-8.0,156.0
-8.0,157.0
-8.0,158.0
-8.0,159.0
-8.0,160.0
-8.0,161.0
-8.0,162.0
-8.0,163.0
-8.0,164.0
-8.0,165.0
-8.0,166.0
-8.0,167.0
-8.0,168.0
-8.0,169.0
-8.0,170.0
-8.0,171.0
-8.0,172.0
-8.0,173.0
-8.0,174.0
-8.0,175.0
-8.0,176.0
-8.0,177.0
-8.0,178.0
-8.0,179.0
-7.0,90.0
-7.0,91.0
-7.0,92.0
-7.0,93.0
-7.0,94.0
-7.0,95.0
-7.0,96.0
-7.0,97.0
-7.0,98.0
-7.0,99.0
-7.0,100.0
-7.0,101.0
-7.0,102.0
-7.0,103.0
-7.0,104.0
-7.0,105.0
-7.0,106.0
-7.0,107.0
-7.0,108.0
-7.0,109.0
-7.0,110.0
-7.0,111.0
-7.0,112.0
-7.0,113.0
-7.0,114.0
-7.0,115.0
-7.0,116.0
-7.0,117.0
-7.0,118.0
-7.0,119.0
-7.0,120.0
-7.0,121.0
-7.0,122.0
-7.0,123.0
-7.0,124.0
-7.0,125.0
-7.0,126.0
-7.0,127.0
-7.0,128.0
-7.0,129.0
-7.0,130.0
-7.0,131.0
-7.0,132.0
-7.0,133.0
-7.0,134.0
-7.0,135.0
-7.0,136.0
-7.0,137.0
-7.0,138.0
-7.0,139.0
-7.0,140.0
-7.0,141.0
-7.0,142.0
-7.0,143.0
-7.0,144.0
-7.0,145.0
-7.0,146.0
-7.0,147.0
-7.0,148.0
-7.0,149.0
-7.0,150.0
-7.0,151.0
-7.0,152.0
-7.0,153.0
-7.0,154.0
-7.0,155.0
-7.0,156.0
-7.0,157.0
-7.0,158.0
-7.0,159.0
-7.0,160.0
-7.0,161.0
-7.0,162.0
-7.0,163.0
-7.0,164.0
-7.0,165.0
-7.0,166.0
-7.0,167.0
-7.0,168.0
-7.0,169.0
-7.0,170.0
-7.0,171.0
-7.0,172.0
-7.0,174.0
-7.0,176.0
-7.0,178.0
-6.0,90.0
-6.0,92.0
-6.0,94.0
-6.0,152.0
-5.0,153.0
-5.0,160.0
-5.0,161.0
-5.0,162.0
-5.0,163.0
-5.0,164.0
-5.0,165.0
-5.0,166.0
-4.0,106.0
-4.0,124.0
-4.0,127.0
-4.0,158.0
-4.0,160.0
-4.0,161.0
-4.0,162.0
-4.0,163.0
-4.0,164.0
-4.0,165.0
-4.0,166.0
-4.0,167.0
-4.0,168.0
-4.0,169.0
-4.0,170.0
-4.0,171.0
-4.0,172.0
-4.0,173.0
-4.0,174.0
-4.0,175.0
-4.0,176.0
-4.0,177.0
-3.0,117.0
-3.0,158.0
-3.0,159.0
-3.0,160.0
-3.0,161.0
-3.0,162.0
-3.0,163.0
-3.0,164.0
-3.0,165.0
-3.0,166.0
-3.0,167.0
-3.0,168.0
-3.0,169.0
-3.0,170.0
-3.0,171.0
-3.0,172.0
-3.0,173.0
-3.0,174.0
-3.0,175.0
-3.0,176.0
-3.0,177.0
-3.0,178.0
-2.0,117.0
-2.0,126.0
-2.0,156.0
-2.0,157.0
-2.0,158.0
-2.0,159.0
-2.0,160.0
-2.0,161.0
-2.0,162.0
-2.0,163.0
-2.0,164.0
-2.0,165.0
-2.0,166.0
-2.0,167.0
-2.0,168.0
-2.0,169.0
-2.0,170.0
-2.0,171.0
-2.0,172.0
-2.0,173.0
-2.0,174.0
-2.0,177.0
-2.0,178.0
-1.0,96.0
-1.0,97.0
-1.0,118.0
-1.0,148.0
-1.0,151.0
-1.0,152.0
-1.0,153.0
-1.0,154.0
-1.0,155.0
-1.0,156.0
-1.0,157.0
-1.0,158.0
-1.0,159.0
-1.0,160.0
-1.0,161.0
-1.0,162.0
-1.0,163.0
-1.0,164.0
-1.0,165.0
-1.0,166.0
-1.0,167.0
-1.0,168.0
-1.0,169.0
-1.0,170.0
-1.0,171.0
-1.0,172.0
-1.0,173.0
-1.0,177.0
-1.0,178.0
0.0,90.0
0.0,91.0
0.0,92.0
0.0,93.0
0.0,94.0
0.0,95.0
0.0,96.0
0.0,97.0
0.0,118.0
0.0,124.0
0.0,125.0
0.0,137.0
0.0,138.0
0.0,141.0
0.0,142.0
0.0,143.0
0.0,144.0
0.0,146.0
0.0,147.0
0.0,148.0
0.0,149.0
0.0,150.0
0.0,151.0
0.0,152.0
0.0,153.0
0.0,154.0
0.0,155.0
0.0,156.0
0.0,157.0
0.0,158.0
0.0,159.0
0.0,160.0
0.0,161.0
0.0,162.0
0.0,163.0
0.0,164.0
0.0,165.0
0.0,166.0
0.0,167.0
0.0,168.0
0.0,170.0
0.0,171.0
0.0,172.0
0.0,173.0
0.0,175.0
0.0,176.0
0.0,177.0
1.0,90.0
1.0,91.0
1.0,92.0
1.0,93.0
1.0,94.0
1.0,95.0
1.0,96.0
1.0,98.0
1.0,125.0
1.0,133.0
1.0,135.0
1.0,136.0
1.0,137.0
1.0,138.0
1.0,139.0
1.0,140.0
1.0,141.0
1.0,142.0
1.0,143.0
1.0,144.0
1.0,145.0
1.0,146.0
1.0,147.0
1.0,148.0
1.0,149.0
1.0,150.0
1.0,151.0
1.0,152.0
1.0,153.0
1.0,154.0
1.0,155.0
1.0,156.0
1.0,157.0
1.0,158.0
1.0,159.0
1.0,160.0
1.0,161.0
1.0,162.0
1.0,163.0
1.0,164.0
1.0,165.0
1.0,166.0
1.0,167.0
1.0,168.0
1.0,169.0
1.0,170.0
1.0,171.0
1.0,174.0
2.0,90.0
2.0,91.0
2.0,92.0
2.0,93.0
2.0,94.0
2.0,95.0
2.0,96.0
